gvkey,company_name,sector,sector_name,BM_ratio,BM_sector_rank,BM_sector_percentile,sector_threshold_bm,market_cap,price,eps,book_equity,dividend_yield_ttm,dlcq,dlttq,cheq,atq,cshoq,data_source
38927,DOXIMITY INC,35.0,Health_Care,0.0987759018732523,716.0,90.062893081761,1.7896186581320213,10960.41625,58.03,0.33,1082.625,0.0,2.211,10.185,915.664,1264.309,188.875,Q1 Only
63005,AVADEL PHARMACEUTICALS PLC,35.0,Health_Care,0.09789479794418546,717.0,90.18867924528303,1.7896186581320213,756.62856,7.83,-0.05,74.07000000000001,0.0,0.706,37.707,66.484,167.949,96.632,Q1 Only
136725,INTUITIVE SURGICAL INC,35.0,Health_Care,0.09694218467416042,718.0,90.31446540880503,1.7896186581320213,177504.76799999998,495.27,1.95,17207.7,0.0,,,4539.7,19220.4,358.4,Q1 Only
27716,MADRIGAL PHARMACEUTICALS INC,35.0,Health_Care,0.0966941041019128,719.0,90.44025157232704,1.7896186581320213,7349.33124,331.23,-3.32,710.637,0.0,1.016,118.755,848.068,996.629,22.188,Q1 Only
39839,NUVECTIS PHARMA INC,35.0,Health_Care,0.09074375974253612,720.0,90.56603773584906,1.7896186581320213,230.91395,9.77,-0.27,20.954,0.0,0.0,0.0,29.864,30.148,23.635,Q1 Only
20307,ELICIO THERAPEUTICS INC,35.0,Health_Care,0.09051628439191843,721.0,90.69182389937107,1.7896186581320213,98.36904,6.16,-0.87,8.904,0.0,0.926,4.865,19.034,28.144,15.969,Q1 Only
61574,WATERS CORP,35.0,Health_Care,0.08948794216218738,722.0,90.81761006289308,1.7896186581320213,21929.17786,368.57,2.04,1962.397,0.0,127.304,1408.975,382.872,4591.576,59.498,Q1 Only
40536,NEXALIN TECHNOLOGY INC,35.0,Health_Care,0.08945886046726384,723.0,90.9433962264151,1.7896186581320213,25.9896,1.95,-0.15,2.325,0.0,0.0,0.0,2.052,2.9,13.328,Q1 Only
33614,ELECTROCORE INC,35.0,Health_Care,0.08793347273760169,724.0,91.06918238993711,1.7896186581320213,49.6398,6.69,-0.47,4.365,0.0,0.364,3.82,8.009,16.041,7.42,Q1 Only
278308,MDXHEALTH SA,35.0,Health_Care,0.08491053804085992,725.0,91.19496855345912,1.7896186581320213,70.28573999999999,1.42,-0.19,5.967999999999989,0.0,1.554,82.424,65.672,174.833,49.497,Q1 Only
162887,DEXCOM INC,35.0,Health_Care,0.08464882408681426,726.0,91.32075471698113,1.7896186581320213,26776.509000000005,68.29,0.27,2266.5999999999995,0.0,1227.9,1355.3,2719.8,6751.7,392.1,Q1 Only
37851,HIMS & HERS HEALTH INC,35.0,Health_Care,0.08313435975005067,727.0,91.44654088050315,1.7896186581320213,6606.907200000001,29.55,0.22,549.261,0.0,3.736,59.648,322.671,891.711,223.584,Q1 Only
