gvkey,company_name,sector,sector_name,avg_MB,MB_sector_rank,MB_sector_percentile,sector_threshold_mb,market_cap,price,eps,data_source
34584,PHUNWARE INC,45.0,Information_Technology,-0.4405586696895585,1.0,0.1893939393939394,0.45283441612825975,59.50445,2.95,-0.18,Q1 Only
39448,AEYE INC,45.0,Information_Technology,-0.3890412210029169,2.0,0.3787878787878788,0.45283441612825975,10.655169000000004,0.5701,-0.46,Q1 Only
61766,ASTROTECH CORP,45.0,Information_Technology,-0.3554081187254474,3.0,0.5681818181818182,0.45283441612825975,10.97712,6.48,-2.18,Q1 Only
65552,IDENTIV INC,45.0,Information_Technology,-0.3517309352064759,4.0,0.7575757575757576,0.45283441612825975,75.03199000000001,3.19,-0.21,Q1 Only
39575,CYNGN INC,45.0,Information_Technology,-0.3398266869275945,5.0,0.946969696969697,0.45283441612825975,7.93656,4.53,-6.6,Q1 Only
115831,NETWORK-1 TECHNOLOGIES INC,45.0,Information_Technology,-0.2151626359098264,6.0,1.1363636363636365,0.45283441612825975,29.746600000000004,1.3,-0.02,Q1 Only
184155,DAQO NEW ENERGY CORP,45.0,Information_Technology,-0.1389036437560037,7.0,1.3257575757575757,0.45283441612825975,1208.87872,18.11,-1.07,Q1 Only
36003,OBLONG INC,45.0,Information_Technology,-0.1133859095688748,8.0,1.5151515151515151,0.45283441612825975,3.77685,3.27,-0.59,Q1 Only
122175,VIRNETX HOLDING CORP,45.0,Information_Technology,-0.063172840327193,9.0,1.7045454545454544,0.45283441612825975,31.326209999999996,7.39,-1.01,Q1 Only
21040,SURGE COMPONENTS INC,45.0,Information_Technology,0.0528659611992945,10.0,1.893939393939394,0.45283441612825975,12.8409,2.3,0.01,Q1 Only
233491,MAGNACHIP SEMICONDUCTOR CORP,45.0,Information_Technology,0.0641797216657261,11.0,2.083333333333333,0.45283441612825975,125.79868000000002,3.43,-0.14,Q1 Only
187413,XUNLEI LTD  -ADS,45.0,Information_Technology,0.0696626188614003,12.0,2.272727272727273,0.45283441612825975,280.05028,4.49,-0.01,Q1 Only
36089,AUDDIA INC,45.0,Information_Technology,0.0995581737849779,13.0,2.462121212121212,0.45283441612825975,2.0196,3.96,-3.86,Q1 Only
30030,SILICOM LTD,45.0,Information_Technology,0.1335952113729892,14.0,2.6515151515151514,0.45283441612825975,85.8576,14.88,-0.49,Q1 Only
37824,VIANT TECHNOLOGY INC,45.0,Information_Technology,0.1389684802859207,15.0,2.840909090909091,0.45283441612825975,203.71015,12.41,-0.07,Q1 Only
37669,PERFECT CORP,45.0,Information_Technology,0.1400257916377423,16.0,3.0303030303030303,0.45283441612825975,190.45763,1.87,0.02,Q1 Only
37787,ON24 INC,45.0,Information_Technology,0.1719535515790673,17.0,3.2196969696969697,0.45283441612825975,220.5424,5.2,-0.21,Q1 Only
184182,JINKOSOLAR HOLDING CO,45.0,Information_Technology,0.1953790467661129,18.0,3.4090909090909087,0.45283441612825975,957.66728,18.64,-3.53,Q1 Only
37480,908 DEVICES INC,45.0,Information_Technology,0.2012794155907095,19.0,3.5984848484848486,0.45283441612825975,160.11520000000002,4.48,-0.28,Q1 Only
141887,VERIFYME INC,45.0,Information_Technology,0.2099843813980696,20.0,3.787878787878788,0.45283441612825975,8.444683,0.6802,-0.05,Q1 Only
10740,TRIO-TECH INTERNATIONAL,45.0,Information_Technology,0.233936534948322,21.0,3.977272727272727,0.45283441612825975,25.83487,5.99,-0.12,Q1 Only
32936,ZEPP HEALTH CORP,45.0,Information_Technology,0.2380689846612935,22.0,4.166666666666666,0.45283441612825975,42.624,2.96,-1.23,Q1 Only
