gvkey,company_name,sector,sector_name,avg_MB,MB_sector_rank,MB_sector_percentile,sector_threshold_mb,market_cap,price,eps,book_equity,dividend_yield_ttm,dlcq,dlttq,cheq,atq,cshoq,data_source
345980,CONTEXTLOGIC INC,25.0,Consumer_Discretionary,-0.1763599999999999,1.0,0.24630541871921183,0.45373388368322265,183.67172000000002,6.98,-0.27,145.0,0.0,0.0,0.0,223.0,223.0,26.314,Q1 Only
35009,GREENLANE HOLDINGS INC,25.0,Consumer_Discretionary,-0.14307322065924838,2.0,0.49261083743842365,0.45373388368322265,2.284338,0.274,-0.32,23.307,0.0,0.78,0.0,8.516,38.104,8.337,Q1 Only
39556,BRILLIANT EARTH GP INC,25.0,Consumer_Discretionary,-0.09742295568329322,3.0,0.7389162561576355,0.45373388368322265,22.7599,1.58,-0.03,14.928,0.0,26.742,71.782,147.554,269.65,14.405,Q1 Only
38094,SOLID POWER INC,25.0,Consumer_Discretionary,-0.0970423710627339,4.0,0.9852216748768473,0.45373388368322265,191.5704,1.05,-0.08,397.072,0.0,0.866,7.81,240.945,419.39,182.448,Q1 Only
33161,SUNLANDS TECHNOLOGY GROUP,25.0,Consumer_Discretionary,-0.04687978664037328,5.0,1.2315270935960592,0.45373388368322265,73.94893,5.47,0.77,91.943,0.0,3.971,18.205,109.818,292.089,13.519,Q1 Only
35948,CONNEXA SPORTS TECHNOLOG INC,25.0,Consumer_Discretionary,0.05222252970861147,6.0,1.477832512315271,0.45373388368322265,5.898015000000001,0.405,0.01,26.073,0.0,0.0,0.0,4.294,30.715,14.563,Q1 Only
23703,BAOZUN INC,25.0,Consumer_Discretionary,0.1070993965086649,7.0,1.7241379310344827,0.45373388368322265,157.65204,2.73,-0.15,533.36,0.0,256.759,76.389,347.354,1339.373,57.748,Q1 Only
38624,TWIN VEE POWERCATS CO,25.0,Consumer_Discretionary,0.13813127813163487,8.0,1.9704433497536946,0.45373388368322265,4.9589916,0.3334,-0.11,17.662,0.0,0.552,2.867,5.125,23.55,14.874,Q1 Only
18556,CHEGG INC,25.0,Consumer_Discretionary,0.14311853936809577,9.0,2.2167487684729066,0.45373388368322265,67.3569784,0.6392,-0.17,185.671,0.0,4.496,80.272,89.329,438.769,105.377,Q1 Only
28675,TANDY LEATHER FACTORY INC,25.0,Consumer_Discretionary,0.1516081421017506,10.0,2.4630541871921183,0.45373388368322265,24.6877,2.9,1.49,56.889,0.5172413793103449,3.205,7.514,23.594,77.916,8.513,Q1 Only
